roll,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106
634,INS401,UBa/HIMS03/13/0074,INSURANCE,400,1,2013/2013,14,61,0,0,0,0
635,INS401,UBa/HIMS03/13/0007,INSURANCE,400,1,2013/2014,13,42,0,0,0,0
636,INS401,UBa/HIMS03/13/0081,INSURANCE,400,1,2013/2014,5,40,0,0,0,0
637,INS401,UBa/HIMS03/13/0015,INSURANCE,400,1,2013/2014,19,61,0,0,0,0
638,INS401,UBa/HIMS03/13/0016,INSURANCE,400,1,2013/2014,17,48,0,0,0,0
639,INS401,UBa/HIMS03/13/0019,INSURANCE,400,1,2013/2014,19,42,0,0,0,0
640,INS401,UBa/HIMS03/13/0029,INSURANCE,400,1,2013/2014,16,45,0,0,0,0
641,INS401,UBa/HIMS03/13/0097,INSURANCE,400,1,2013/2014,10,23,0,0,0,0
642,INS401,UBa/HIMS03/13/0098,INSURANCE,400,1,2013/2014,13,21,0,0,0,0
643,INS401,UBa/HIMS03/13/0039,INSURANCE,400,1,2013/2014,18,35,0,0,0,0
644,INS401,UBa/HIMS03/13/0057,INSURANCE,400,1,2013/2014,21,48,0,0,0,0
645,INS401,UBa/HIMS03/13/0104,INSURANCE,400,1,2013/2014,18,50,0,0,0,0
646,INS401,UBa/HIMS03/13/0105,INSURANCE,400,1,2013/2014,,,0,0,0,0
647,INS401,UBa/HIMS03/13/0107,INSURANCE,400,1,2013/2014,13,44,0,0,0,0
648,INS401,UBa/HIMS03/13/0109,INSURANCE,400,1,2013/2014,17,62,0,0,0,0
649,INS401,UBa/HIMS03/13/0112,INSURANCE,400,1,2013/2014,20,40,0,0,0,0
650,INS401,UBa/HIMS03/13/0120,INSURANCE,400,1,2013/2014,8,27,0,0,0,0
651,INS401,UBa/HIMS03/13/0138,INSURANCE,400,1,2013/2014,9,40,0,0,0,0
652,INS401,UBa/HIMS03/13/0140,INSURANCE,400,1,2013/2014,12,48,0,0,0,0
653,INS401,UBa/HIMS03/14/0080,INSURANCE,400,1,2013/2014,,,0,0,0,0
654,INS401,UBa/HIMS03/14/0109,INSURANCE,400,1,2013/2014,17,62,0,0,0,0
655,INS401,UBa/HIMS03/14/0124,INSURANCE,400,1,2013/2014,,,0,0,0,0
657,INS421,UBa/HIMS03/13/0074,INSURANCE,400,1,2013/2013,13,35,0,0,0,0
658,INS421,UBa/HIMS03/13/0007,INSURANCE,400,1,2013/2014,16,29,0,0,0,0
659,INS421,UBa/HIMS03/13/0081,INSURANCE,400,1,2013/2014,13,27,0,0,0,0
660,INS421,UBa/HIMS03/13/0015,INSURANCE,400,1,2013/2014,16,37,0,0,0,0
661,INS421,UBa/HIMS03/13/0016,INSURANCE,400,1,2013/2014,22,28,0,0,0,0
662,INS421,UBa/HIMS03/13/0019,INSURANCE,400,1,2013/2014,18,32,0,0,0,0
663,INS421,UBa/HIMS03/13/0029,INSURANCE,400,1,2013/2014,16,26,0,0,0,0
664,INS421,UBa/HIMS03/13/0097,INSURANCE,400,1,2013/2014,19,28,0,0,0,0
665,INS421,UBa/HIMS03/13/0098,INSURANCE,400,1,2013/2014,18,26,0,0,0,0
666,INS421,UBa/HIMS03/13/0039,INSURANCE,400,1,2013/2014,13,25,0,0,0,0
667,INS421,UBa/HIMS03/13/0057,INSURANCE,400,1,2013/2014,18,32,0,0,0,0
668,INS421,UBa/HIMS03/13/0104,INSURANCE,400,1,2013/2014,20,53,0,0,0,0
669,INS421,UBa/HIMS03/13/0105,INSURANCE,400,1,2013/2014,,,0,0,0,0
670,INS421,UBa/HIMS03/13/0107,INSURANCE,400,1,2013/2014,19,28,0,0,0,0
671,INS421,UBa/HIMS03/13/0109,INSURANCE,400,1,2013/2014,18,28,0,0,0,0
672,INS421,UBa/HIMS03/13/0112,INSURANCE,400,1,2013/2014,14,31,0,0,0,0
673,INS421,UBa/HIMS03/13/0120,INSURANCE,400,1,2013/2014,18,20,0,0,0,0
674,INS421,UBa/HIMS03/13/0138,INSURANCE,400,1,2013/2014,19,33,0,0,0,0
675,INS421,UBa/HIMS03/13/0140,INSURANCE,400,1,2013/2014,16,21,0,0,0,0
676,INS421,UBa/HIMS03/14/0080,INSURANCE,400,1,2013/2014,,,0,0,0,0
677,INS421,UBa/HIMS03/14/0109,INSURANCE,400,1,2013/2014,18,28,0,0,0,0
678,INS421,UBa/HIMS03/14/0124,INSURANCE,400,1,2013/2014,,,0,0,0,0
680,INS405,UBa/HIMS03/13/0074,INSURANCE,400,1,2013/2013,24,58,0,0,0,0
681,INS405,UBa/HIMS03/13/0007,INSURANCE,400,1,2013/2014,26,49,0,0,0,0
682,INS405,UBa/HIMS03/13/0081,INSURANCE,400,1,2013/2014,19,29,0,0,0,0
683,INS405,UBa/HIMS03/13/0015,INSURANCE,400,1,2013/2014,28,53,0,0,0,0
684,INS405,UBa/HIMS03/13/0016,INSURANCE,400,1,2013/2014,27,39,0,0,0,0
685,INS405,UBa/HIMS03/13/0019,INSURANCE,400,1,2013/2014,23,52,0,0,0,0
686,INS405,UBa/HIMS03/13/0029,INSURANCE,400,1,2013/2014,20,29,0,0,0,0
687,INS405,UBa/HIMS03/13/0097,INSURANCE,400,1,2013/2014,23,36,0,0,0,0
688,INS405,UBa/HIMS03/13/0098,INSURANCE,400,1,2013/2014,18,18,0,0,0,0
689,INS405,UBa/HIMS03/13/0039,INSURANCE,400,1,2013/2014,19,49,0,0,0,0
690,INS405,UBa/HIMS03/13/0057,INSURANCE,400,1,2013/2014,23,43,0,0,0,0
691,INS405,UBa/HIMS03/13/0104,INSURANCE,400,1,2013/2014,27,50,0,0,0,0
692,INS405,UBa/HIMS03/13/0105,INSURANCE,400,1,2013/2014,,,0,0,0,0
693,INS405,UBa/HIMS03/13/0107,INSURANCE,400,1,2013/2014,21,46,0,0,0,0
694,INS405,UBa/HIMS03/13/0109,INSURANCE,400,1,2013/2014,20,47,0,0,0,0
695,INS405,UBa/HIMS03/13/0112,INSURANCE,400,1,2013/2014,27,35,0,0,0,0
696,INS405,UBa/HIMS03/13/0120,INSURANCE,400,1,2013/2014,24,21,0,0,0,0
697,INS405,UBa/HIMS03/13/0138,INSURANCE,400,1,2013/2014,24,44,0,0,0,0
698,INS405,UBa/HIMS03/13/0140,INSURANCE,400,1,2013/2014,27,52,0,0,0,0
699,INS405,UBa/HIMS03/14/0080,INSURANCE,400,1,2013/2014,,,0,0,0,0
700,INS405,UBa/HIMS03/14/0109,INSURANCE,400,1,2013/2014,20,47,0,0,0,0
701,INS405,UBa/HIMS03/14/0124,INSURANCE,400,1,2013/2014,,,0,0,0,0
703,INS403,UBa/HIMS03/13/0074,INSURANCE,400,1,2013/2013,24,62,0,0,0,0
704,INS403,UBa/HIMS03/13/0007,INSURANCE,400,1,2013/2014,17,45,0,0,0,0
705,INS403,UBa/HIMS03/13/0081,INSURANCE,400,1,2013/2014,23,46,0,0,0,0
706,INS403,UBa/HIMS03/13/0015,INSURANCE,400,1,2013/2014,20,54,0,0,0,0
707,INS403,UBa/HIMS03/13/0016,INSURANCE,400,1,2013/2014,8,36,0,0,0,0
708,INS403,UBa/HIMS03/13/0019,INSURANCE,400,1,2013/2014,22,51,0,0,0,0
709,INS403,UBa/HIMS03/13/0029,INSURANCE,400,1,2013/2014,22,34,0,0,0,0
710,INS403,UBa/HIMS03/13/0097,INSURANCE,400,1,2013/2014,,41,0,0,0,0
711,INS403,UBa/HIMS03/13/0098,INSURANCE,400,1,2013/2014,4,24.5,0,0,0,0
712,INS403,UBa/HIMS03/13/0039,INSURANCE,400,1,2013/2014,27,60,0,0,0,0
713,INS403,UBa/HIMS03/13/0057,INSURANCE,400,1,2013/2014,24,50,0,0,0,0
714,INS403,UBa/HIMS03/13/0104,INSURANCE,400,1,2013/2014,25,55,0,0,0,0
715,INS403,UBa/HIMS03/13/0105,INSURANCE,400,1,2013/2014,,,0,0,0,0
716,INS403,UBa/HIMS03/13/0107,INSURANCE,400,1,2013/2014,20,51,0,0,0,0
717,INS403,UBa/HIMS03/13/0109,INSURANCE,400,1,2013/2014,23,58,0,0,0,0
718,INS403,UBa/HIMS03/13/0112,INSURANCE,400,1,2013/2014,26,49,0,0,0,0
719,INS403,UBa/HIMS03/13/0120,INSURANCE,400,1,2013/2014,6,25,0,0,0,0
720,INS403,UBa/HIMS03/13/0138,INSURANCE,400,1,2013/2014,17,35.5,0,0,0,0
721,INS403,UBa/HIMS03/13/0140,INSURANCE,400,1,2013/2014,15,28,0,0,0,0
722,INS403,UBa/HIMS03/14/0080,INSURANCE,400,1,2013/2014,,,0,0,0,0
723,INS403,UBa/HIMS03/14/0109,INSURANCE,400,1,2013/2014,23,58,0,0,0,0
724,INS403,UBa/HIMS03/14/0124,INSURANCE,400,1,2013/2014,,,0,0,0,0
